"System Time","RDTSC","Elapsed Time (sec)","CPU Utilization(%)","CPU Frequency_0(MHz)","CPU Min Frequency_0(MHz)","CPU Max Frequency_0(MHz)","CPU Requsted Frequency_0(MHz)","Processor Power_0(Watt)","Cumulative Processor Energy_0(Joules)","Cumulative Processor Energy_0(mWh)","IA Power_0(Watt)","Cumulative IA Energy_0(Joules)","Cumulative IA Energy_0(mWh)","Package Temperature_0(C)","Package Hot_0","CPU Min Temperature_0(C)","CPU Max Temperature_0(C)","DRAM Power_0(Watt)","Cumulative DRAM Energy_0(Joules)","Cumulative DRAM Energy_0(mWh)","Package Power Limit_0(Watt)","GT Frequency(MHz)","GT Requsted Frequency(MHz)"
"06:42:02:053","65325428677434","  78.536","   8.504"," 1247"," 1100"," 1700"," 1249","   1.835"," 197.903","  54.973","   0.940"," 123.465","  34.296"," 42","0"," 40"," 42","   0.906","  58.146","  16.152","  15.000","    0","    0"
"06:42:02:156","65325571942612","  78.639","  10.824"," 1249"," 1100"," 1700"," 1253","   2.088"," 198.117","  55.033","   1.091"," 123.577","  34.327"," 43","0"," 40"," 42","   0.907","  58.240","  16.178","  15.000","  500","  500"
"06:42:02:257","65325711856630","  78.740","  10.451"," 1263"," 1100"," 1700"," 1260","   2.566"," 198.375","  55.104","   1.242"," 123.702","  34.362"," 43","0"," 40"," 42","   1.007","  58.341","  16.206","  15.000","  500","  500"
"06:42:02:362","65325858074010","  78.845","  10.558"," 1277"," 1100"," 1700"," 1288","   2.232"," 198.610","  55.169","   1.095"," 123.817","  34.394"," 42","0"," 40"," 42","   0.970","  58.443","  16.234","  15.000","    0","    0"
"06:42:02:467","65326004609068","  78.950","  11.231"," 1246"," 1100"," 1700"," 1248","   2.153"," 198.836","  55.232","   1.117"," 123.935","  34.426"," 42","0"," 39"," 41","   0.904","  58.538","  16.261","  15.000","    0","    0"
"06:42:02:570","65326147846628","  79.053","  12.813"," 1245"," 1100"," 1700"," 1248","   2.350"," 199.078","  55.300","   1.303"," 124.069","  34.464"," 43","0"," 40"," 42","   0.944","  58.635","  16.288","  15.000","    0","    0"
"06:42:02:670","65326287806834","  79.153","  14.840"," 1475"," 1100"," 2600"," 1479","   2.798"," 199.360","  55.378","   1.658"," 124.236","  34.510"," 43","0"," 40"," 42","   1.051","  58.741","  16.317","  15.000","  500","  500"
"06:42:02:773","65326431260888","  79.257","   9.842"," 1249"," 1100"," 1700"," 1254","   2.055"," 199.571","  55.437","   0.997"," 124.338","  34.538"," 43","0"," 40"," 42","   0.972","  58.841","  16.345","  15.000","    0","    0"
"06:42:02:879","65326578227718","  79.362","   9.011"," 1260"," 1100"," 1700"," 1260","   1.967"," 199.779","  55.494","   0.956"," 124.439","  34.566"," 43","0"," 40"," 42","   0.903","  58.936","  16.371","  15.000","    0","    0"
"06:42:02:980","65326718993488","  79.463","   0.000"," 1200"," 1200"," 1200"," 1200","   1.867"," 199.968","  55.547","   0.901"," 124.530","  34.592"," 43","0"," 59"," 60","   0.851","  59.022","  16.395","  15.000","    0","    0"
"06:42:03:086","65326865762566","  79.569","   0.086"," 1197"," 1100"," 1200"," 1200","   2.010"," 200.180","  55.606","   0.975"," 124.633","  34.620"," 43","0"," 40"," 41","   0.895","  59.117","  16.421","  15.000","    0","    0"
"06:42:03:186","65327005798628","  79.669","   0.180"," 1197"," 1100"," 1200"," 1200","   1.928"," 200.374","  55.659","   0.936"," 124.727","  34.646"," 43","0"," 40"," 41","   0.914","  59.209","  16.447","  15.000","  500","  500"
"06:42:03:287","65327145723138","  79.770","   0.135"," 1197"," 1100"," 1200"," 1200","   1.964"," 200.571","  55.714","   0.975"," 124.825","  34.674"," 42","0"," 41"," 41","   0.880","  59.297","  16.471","  15.000","    0","    0"
"06:42:03:390","65327289923606","  79.873","   0.000"," 1200"," 1200"," 1200"," 1200","   1.770"," 200.755","  55.765","   0.863"," 124.915","  34.699"," 42","0"," 59"," 60","   0.820","  59.382","  16.495","  15.000","    0","    0"
"06:42:03:494","65327434228360","  79.977","  14.311"," 1439"," 1100"," 2000"," 1448","   2.478"," 201.011","  55.837","   1.436"," 125.064","  34.740"," 42","0"," 39"," 42","   0.992","  59.485","  16.524","  15.000","    0","    0"
"06:42:03:599","65327581031884","  80.083","   9.565"," 1370"," 1100"," 2000"," 1365","   2.004"," 201.223","  55.895","   1.074"," 125.177","  34.771"," 43","0"," 40"," 42","   0.705","  59.559","  16.544","  15.000","    0","    0"
"06:42:03:701","65327722345136","  80.184","   8.346"," 1340"," 1100"," 1700"," 1342","   1.927"," 201.418","  55.950","   0.910"," 125.269","  34.797"," 42","0"," 39"," 41","   0.922","  59.653","  16.570","  15.000","    0","    0"
"06:42:03:803","65327865089566","  80.287","   8.916"," 1251"," 1100"," 1700"," 1254","   1.843"," 201.607","  56.002","   0.875"," 125.359","  34.822"," 43","0"," 40"," 41","   0.905","  59.746","  16.596","  15.000","    0","    0"
"06:42:03:904","65328005151070","  80.387","   0.000"," 1200"," 1200"," 1200"," 1200","   2.084"," 201.817","  56.060","   1.041"," 125.464","  34.851"," 43","0"," 59"," 60","   0.926","  59.839","  16.622","  15.000","    0","    0"
"06:42:04:005","65328145141596","  80.488","   0.000"," 1200"," 1200"," 1200"," 1200","   1.994"," 202.018","  56.116","   1.015"," 125.566","  34.879"," 42","0"," 59"," 60","   0.847","  59.924","  16.646","  15.000","    0","    0"
"06:42:04:106","65328285659750","  80.589","   0.045"," 1197"," 1100"," 1200"," 1200","   1.833"," 202.203","  56.167","   0.872"," 125.654","  34.904"," 42","0"," 40"," 40","   0.914","  60.016","  16.671","  15.000","    0","    0"
"06:42:04:210","65328431128984","  80.693","   9.267"," 1274"," 1100"," 1700"," 1277","   1.948"," 202.406","  56.224","   0.927"," 125.751","  34.931"," 43","0"," 39"," 42","   0.920","  60.113","  16.698","  15.000","    0","    0"
"06:42:04:316","65328577974164","  80.799","   7.813"," 1257"," 1100"," 1700"," 1260","   1.789"," 202.595","  56.276","   0.841"," 125.839","  34.955"," 42","0"," 40"," 41","   0.899","  60.207","  16.724","  15.000","    0","    0"
"06:42:04:416","65328718304150","  80.900","   8.035"," 1266"," 1100"," 1700"," 1264","   1.973"," 202.794","  56.332","   0.960"," 125.936","  34.982"," 44","0"," 40"," 41","   0.926","  60.301","  16.750","  15.000","    0","    0"
"06:42:04:520","65328862110228","  81.003","   0.000"," 1200"," 1200"," 1200"," 1200","   1.852"," 202.985","  56.385","   0.905"," 126.030","  35.008"," 43","0"," 60"," 60","   0.915","  60.395","  16.776","  15.000","    0","    0"
"06:42:04:620","65329002267648","  81.104","   0.000"," 1200"," 1200"," 1200"," 1200","   1.848"," 203.171","  56.436","   0.901"," 126.120","  35.033"," 43","0"," 59"," 60","   0.909","  60.487","  16.802","  15.000","    0","    0"
"06:42:04:721","65329142303660","  81.204","   0.000"," 1200"," 1200"," 1200"," 1200","   2.153"," 203.388","  56.497","   1.054"," 126.226","  35.063"," 42","0"," 59"," 60","   0.976","  60.585","  16.829","  15.000","    0","    0"
"06:42:04:827","65329289927094","  81.310","   0.128"," 1197"," 1100"," 1200"," 1200","   1.803"," 203.579","  56.550","   0.799"," 126.311","  35.086"," 43","0"," 40"," 41","   0.895","  60.680","  16.856","  15.000","  500","  500"
"06:42:04:928","65329430014494","  81.411","   0.269"," 1317"," 1100"," 1600"," 1200","   2.133"," 203.794","  56.609","   1.042"," 126.416","  35.116"," 42","0"," 40"," 41","   1.013","  60.782","  16.884","  15.000","    0","    0"
"06:42:05:032","65329575823856","  81.516","   0.000"," 1200"," 1200"," 1200"," 1200","   2.698"," 204.076","  56.688","   1.479"," 126.571","  35.159"," 42","0"," 59"," 60","   1.164","  60.904","  16.918","  15.000","    0","    0"
"06:42:05:133","65329716369596","  81.617","   0.000"," 1200"," 1200"," 1200"," 1200","   1.722"," 204.250","  56.736","   0.820"," 126.654","  35.182"," 42","0"," 59"," 60","   0.887","  60.993","  16.943","  15.000","    0","    0"
"06:42:05:236","65329859381232","  81.719","   0.000"," 1200"," 1200"," 1200"," 1200","   1.745"," 204.430","  56.786","   0.810"," 126.737","  35.205"," 43","0"," 59"," 61","   0.807","  61.076","  16.966","  15.000","  500","  500"
"06:42:05:339","65330002045702","  81.822","   0.000"," 1200"," 1200"," 1200"," 1200","   1.859"," 204.620","  56.839","   0.906"," 126.830","  35.231"," 42","0"," 59"," 61","   0.856","  61.164","  16.990","  15.000","    0","    0"
"06:42:05:441","65330144446632","  81.924","   7.038"," 1223"," 1100"," 1700"," 1213","   1.902"," 204.815","  56.893","   0.874"," 126.919","  35.255"," 42","0"," 39"," 41","   0.885","  61.254","  17.015","  15.000","    0","    0"
"06:42:05:542","65330284647300","  82.025","   6.424"," 1250"," 1100"," 1700"," 1249","   1.802"," 204.996","  56.943","   0.829"," 127.003","  35.279"," 42","0"," 39"," 41","   0.901","  61.345","  17.040","  15.000","    0","    0"
"06:42:05:646","65330430226882","  82.129","   0.000"," 1200"," 1200"," 1200"," 1200","   1.854"," 205.190","  56.997","   0.888"," 127.096","  35.304"," 43","0"," 59"," 60","   0.893","  61.439","  17.066","  15.000","    0","    0"
"06:42:05:752","65330576883388","  82.235","   0.044"," 1198"," 1100"," 1200"," 1200","   1.935"," 205.394","  57.054","   0.965"," 127.197","  35.333"," 43","0"," 40"," 40","   0.925","  61.536","  17.093","  15.000","    0","    0"
"06:42:05:854","65330719855070","  82.337","   0.044"," 1197"," 1100"," 1200"," 1200","   2.354"," 205.636","  57.121","   1.287"," 127.330","  35.369"," 42","0"," 40"," 40","   0.991","  61.638","  17.122","  15.000","  500","  500"
"06:42:05:960","65330866502598","  82.443","   0.000"," 1700"," 1700"," 1700"," 1700","   2.642"," 205.914","  57.198","   1.472"," 127.485","  35.412"," 43","0"," 58"," 60","   0.996","  61.743","  17.151","  15.000","    0","    0"
"06:42:06:061","65331007483250","  82.544","   7.425"," 1223"," 1100"," 1700"," 1230","   1.856"," 206.102","  57.251","   0.867"," 127.572","  35.437"," 43","0"," 39"," 41","   0.887","  61.832","  17.176","  15.000","    0","    0"
"06:42:06:162","65331147769576","  82.645","   8.670"," 1241"," 1100"," 1700"," 1241","   2.029"," 206.307","  57.307","   0.959"," 127.669","  35.464"," 43","0"," 39"," 41","   0.930","  61.926","  17.202","  15.000","    0","    0"
"06:42:06:262","65331287539714","  82.745","   0.000"," 1700"," 1700"," 1700"," 1700","   1.700"," 206.477","  57.355","   0.762"," 127.746","  35.485"," 42","0"," 59"," 60","   0.863","  62.013","  17.226","  15.000","    0","    0"
"06:42:06:362","65331427234192","  82.846","   0.000"," 1200"," 1200"," 1200"," 1200","   1.735"," 206.651","  57.403","   0.774"," 127.823","  35.506"," 42","0"," 59"," 60","   0.864","  62.099","  17.250","  15.000","    0","    0"
"06:42:06:468","65331574030994","  82.951","   0.000"," 1200"," 1200"," 1200"," 1200","   3.189"," 206.988","  57.497","   2.046"," 128.039","  35.566"," 43","0"," 59"," 60","   0.807","  62.185","  17.273","  15.000","    0","    0"
"06:42:06:570","65331715777464","  83.053","   0.000"," 1200"," 1200"," 1200"," 1200","   1.630"," 207.154","  57.543","   0.737"," 128.114","  35.587"," 42","0"," 59"," 60","   0.859","  62.272","  17.298","  15.000","    0","    0"
"06:42:06:670","65331856012470","  83.154","   6.067"," 1198"," 1100"," 1300"," 1200","   1.644"," 207.319","  57.589","   0.740"," 128.189","  35.608"," 43","0"," 39"," 41","   0.875","  62.360","  17.322","  15.000","    0","    0"
"06:42:06:771","65331996045870","  83.254","   5.365"," 1198"," 1100"," 1300"," 1200","   1.648"," 207.485","  57.635","   0.766"," 128.266","  35.629"," 43","0"," 39"," 41","   0.871","  62.448","  17.347","  15.000","  500","  500"
"06:42:06:872","65332136275462","  83.355","   7.236"," 1197"," 1100"," 1200"," 1200","   1.729"," 207.659","  57.683","   0.852"," 128.351","  35.653"," 42","0"," 39"," 41","   0.873","  62.536","  17.371","  15.000","  500","  500"
"06:42:06:975","65332279763132","  83.458","   5.975"," 1202"," 1100"," 1700"," 1211","   1.361"," 207.799","  57.722","   0.611"," 128.414","  35.671"," 43","0"," 39"," 41","   0.811","  62.619","  17.394","  15.000","    0","    0"
"06:42:07:078","65332423109000","  83.561","   6.636"," 1224"," 1100"," 1700"," 1226","   1.680"," 207.972","  57.770","   0.806"," 128.497","  35.694"," 42","0"," 39"," 41","   0.876","  62.710","  17.419","  15.000","    0","    0"
"06:42:07:179","65332563328206","  83.662","   5.757"," 1245"," 1100"," 1700"," 1255","   1.722"," 208.146","  57.818","   0.829"," 128.581","  35.717"," 43","0"," 39"," 42","   0.877","  62.798","  17.444","  15.000","    0","    0"
"06:42:07:284","65332709802308","  83.767","   6.062"," 1256"," 1100"," 1700"," 1264","   1.983"," 208.354","  57.876","   1.023"," 128.689","  35.747"," 43","0"," 39"," 41","   0.864","  62.889","  17.469","  15.000","    0","    0"
"06:42:07:388","65332854970960","  83.871","   0.000"," 1700"," 1700"," 1700"," 1700","   1.703"," 208.532","  57.926","   0.806"," 128.773","  35.770"," 42","0"," 59"," 61","   0.884","  62.981","  17.495","  15.000","  500","  500"
"06:42:07:494","65333001845532","  83.977","   0.000"," 1200"," 1200"," 1200"," 1200","   1.583"," 208.699","  57.972","   0.722"," 128.849","  35.791"," 43","0"," 59"," 60","   0.863","  63.072","  17.520","  15.000","    0","    0"
"06:42:07:599","65333148150792","  84.082","   0.000"," 1200"," 1200"," 1200"," 1200","   1.615"," 208.869","  58.019","   0.767"," 128.929","  35.814"," 42","0"," 59"," 60","   0.862","  63.163","  17.545","  15.000","    0","    0"
"06:42:07:703","65333292787490","  84.186","   6.967"," 1254"," 1100"," 1700"," 1253","   1.635"," 209.039","  58.066","   0.747"," 129.007","  35.835"," 42","0"," 39"," 42","   0.821","  63.248","  17.569","  15.000","  500","  500"
"06:42:07:803","65333433034184","  84.287","   6.554"," 1255"," 1100"," 1700"," 1262","   1.575"," 209.197","  58.110","   0.719"," 129.079","  35.855"," 42","0"," 39"," 41","   0.866","  63.335","  17.593","  15.000","    0","    0"
"06:42:07:907","65333576869728","  84.390","   0.000"," 1200"," 1200"," 1200"," 1200","   1.440"," 209.346","  58.152","   0.631"," 129.145","  35.874"," 43","0"," 59"," 60","   0.841","  63.422","  17.617","  15.000","    0","    0"
"06:42:08:011","65333721692030","  84.494","   0.000"," 1200"," 1200"," 1200"," 1200","   1.834"," 209.537","  58.205","   1.044"," 129.253","  35.904"," 42","0"," 59"," 61","   0.874","  63.513","  17.643","  15.000","  500","  500"
"06:42:08:116","65333868760550","  84.600","   0.000"," 1200"," 1200"," 1200"," 1200","   1.524"," 209.698","  58.249","   0.685"," 129.326","  35.924"," 42","0"," 59"," 60","   0.847","  63.603","  17.667","  15.000","    0","    0"
"06:42:08:220","65334012551582","  84.703","   0.000"," 1200"," 1200"," 1200"," 1200","   1.566"," 209.860","  58.294","   0.746"," 129.403","  35.945"," 43","0"," 59"," 60","   0.862","  63.692","  17.692","  15.000","    0","    0"
"06:42:08:321","65334152849502","  84.804","   9.110"," 1356"," 1100"," 1700"," 1363","   1.808"," 210.042","  58.345","   0.920"," 129.496","  35.971"," 42","0"," 39"," 42","   0.882","  63.781","  17.717","  15.000","  500","  500"
"06:42:08:421","65334292657240","  84.904","  15.776"," 2414"," 1100"," 3500"," 2467","   5.687"," 210.613","  58.504","   4.545"," 129.952","  36.098"," 47","0"," 39"," 47","   1.139","  63.895","  17.749","  15.000","    0","    0"
"06:42:08:524","65334436467550","  85.007","   0.044"," 1197"," 1100"," 1200"," 1200","  16.909"," 212.360","  58.989","  11.351"," 131.125","  36.424"," 44","0"," 42"," 42","   3.218","  64.227","  17.841","  15.000","  550","  533"
"06:42:08:630","65334583311650","  85.113","  13.633"," 1504"," 1100"," 2600"," 1522","  10.226"," 213.439","  59.289","   2.468"," 131.385","  36.496"," 45","0"," 41"," 43","   3.567","  64.604","  17.945","  15.000","  700","  700"
"06:42:08:735","65334730225694","  85.218","   9.339"," 1331"," 1100"," 1700"," 1333","  10.503"," 214.547","  59.597","   2.092"," 131.606","  36.557"," 44","0"," 41"," 42","   1.506","  64.763","  17.990","  15.000","    0","    0"
"06:42:08:836","65334870538236","  85.319","   6.152"," 1323"," 1100"," 1700"," 1324","   2.142"," 214.763","  59.657","   0.762"," 131.683","  36.579"," 44","0"," 40"," 42","   0.838","  64.847","  18.013","  15.000","  650","  633"
"06:42:08:938","65335012538624","  85.421","   0.000"," 1200"," 1200"," 1200"," 1200","   1.756"," 214.943","  59.706","   0.808"," 131.765","  36.601"," 43","0"," 59"," 60","   0.719","  64.920","  18.033","  15.000","    0","    0"
"06:42:09:039","65335153384836","  85.522","   0.268"," 1418"," 1100"," 1900"," 1200","   3.433"," 215.290","  59.803","   1.819"," 131.949","  36.653"," 44","0"," 40"," 41","   0.975","  65.019","  18.061","  15.000","  500","  500"
"06:42:09:145","65335300042686","  85.628","   0.000"," 1200"," 1200"," 1200"," 1200","   3.273"," 215.635","  59.899","   1.416"," 132.098","  36.694"," 43","0"," 59"," 60","   1.367","  65.163","  18.101","  15.000","    0","    0"
"06:42:09:246","65335441096528","  85.729","  13.178"," 1336"," 1100"," 2000"," 1343","   2.416"," 215.880","  59.967","   1.265"," 132.227","  36.730"," 43","0"," 40"," 42","   0.990","  65.263","  18.129","  15.000","    0","    0"
"06:42:09:348","65335583633862","  85.832","  12.993"," 1285"," 1100"," 1700"," 1288","   2.374"," 216.123","  60.034","   1.280"," 132.358","  36.766"," 43","0"," 40"," 41","   0.798","  65.345","  18.151","  15.000","    0","    0"
"06:42:09:452","65335727925324","  85.935","  19.753"," 1688"," 1100"," 2600"," 1693","   5.497"," 216.692","  60.192","   2.630"," 132.630","  36.842"," 43","0"," 40"," 42","   1.843","  65.536","  18.204","  15.000","    0","    0"
"06:42:09:556","65335873294658","  86.040","  19.006"," 1558"," 1100"," 2000"," 1557","   5.570"," 217.274","  60.354","   2.330"," 132.874","  36.909"," 43","0"," 40"," 42","   2.064","  65.752","  18.264","  15.000","    0","    0"
"06:42:09:657","65336013068914","  86.140","  21.040"," 1508"," 1100"," 2000"," 1507","   5.629"," 217.839","  60.511","   2.371"," 133.112","  36.975"," 43","0"," 40"," 42","   2.104","  65.963","  18.323","  15.000","    0","    0"
"06:42:09:757","65336153078328","  86.241","  21.907"," 1464"," 1100"," 2000"," 1465","   5.662"," 218.409","  60.669","   2.319"," 133.345","  37.040"," 44","0"," 40"," 42","   2.168","  66.181","  18.384","  15.000","  500","  500"
"06:42:09:858","65336293297458","  86.341","  20.168"," 1489"," 1100"," 2000"," 1503","   5.547"," 218.968","  60.824","   2.161"," 133.563","  37.101"," 44","0"," 40"," 42","   2.168","  66.399","  18.444","  15.000","  500","  500"
"06:42:09:959","65336433640622","  86.442","  21.891"," 1639"," 1100"," 2600"," 1650","   6.245"," 219.597","  60.999","   2.739"," 133.839","  37.177"," 44","0"," 40"," 43","   2.241","  66.625","  18.507","  15.000","    0","    0"
"06:42:10:064","65336580315008","  86.548","  19.062"," 2520"," 1100"," 3300"," 2560","  11.571"," 220.816","  61.338","   5.623"," 134.431","  37.342"," 44","0"," 41"," 45","   3.381","  66.982","  18.606","  15.000","  600","  600"
"06:42:10:166","65336721317134","  86.649","  12.053"," 1343"," 1100"," 2000"," 1346","  11.682"," 222.000","  61.667","   2.135"," 134.648","  37.402"," 46","0"," 41"," 43","   3.197","  67.305","  18.696","  15.000","  750","  733"
"06:42:10:270","65336865881212","  86.753","  36.126"," 2622"," 1100"," 3700"," 2651","  21.853"," 224.269","  62.297","  10.753"," 135.764","  37.712"," 52","0"," 41"," 52","   2.255","  67.540","  18.761","  15.000","    0","    0"
"06:42:10:372","65337008267764","  86.855","  43.304"," 3686"," 3200"," 3800"," 3886","  30.767"," 227.416","  63.171","  24.611"," 138.282","  38.412"," 54","0"," 46"," 54","   1.261","  67.669","  18.797","  15.000","  800","  800"
"06:42:10:473","65337149271698","  86.956","  55.318"," 3692"," 3600"," 3800"," 3900","  35.500"," 231.012","  64.170","  31.140"," 141.436","  39.288"," 58","0"," 51"," 58","   0.904","  67.760","  18.822","  15.000","    0","    0"
"06:42:10:574","65337289000768","  87.057","  42.956"," 3685"," 3200"," 3700"," 3897","  30.704"," 234.094","  65.026","  26.501"," 144.096","  40.027"," 56","0"," 51"," 60","   0.807","  67.841","  18.845","  15.000","  600","  600"
"06:42:10:674","65337428626602","  87.157","  38.535"," 3691"," 3600"," 3700"," 3899","  31.374"," 237.242","  65.900","  27.694"," 146.874","  40.798"," 59","0"," 51"," 61","   0.783","  67.920","  18.867","  15.000","    0","    0"
"06:42:10:777","65337572303532","  87.260","  27.730"," 3691"," 3600"," 3700"," 3899","  23.881"," 239.706","  66.585","  20.566"," 148.997","  41.388"," 53","0"," 50"," 56","   0.725","  67.995","  18.887","  15.000","    0","    0"
"06:42:10:877","65337711818886","  87.360","  23.322"," 3691"," 3600"," 3700"," 3900","  22.255"," 241.937","  67.205","  18.899"," 150.891","  41.914"," 52","0"," 49"," 58","   0.712","  68.066","  18.907","  15.000","    0","    0"
"06:42:10:978","65337851463616","  87.461","  38.119"," 3692"," 3600"," 3900"," 3900","  30.541"," 245.001","  68.056","  27.095"," 153.609","  42.669"," 59","0"," 50"," 59","   0.761","  68.142","  18.928","  15.000","    0","    0"
"06:42:11:078","65337990979406","  87.561","   0.000"," 3700"," 3700"," 3700"," 3900","  34.817"," 248.490","  69.025","  31.578"," 156.774","  43.548"," 61","0"," 39"," 43","   0.813","  68.224","  18.951","  15.000","    0","    0"
"06:42:11:178","65338130496602","  87.661","   0.000"," 3700"," 3700"," 3700"," 3900","  31.934"," 251.691","  69.914","  28.356"," 159.616","  44.338"," 56","0"," 44"," 47","   0.967","  68.321","  18.978","  15.000","    0","    0"
"06:42:11:279","65338271043386","  87.762","   0.000"," 3700"," 3700"," 3700"," 3900","  31.430"," 254.865","  70.796","  27.946"," 162.438","  45.122"," 55","0"," 45"," 46","   0.983","  68.420","  19.006","  15.000","    0","    0"
"06:42:11:381","65338413071054","  87.864","   0.000"," 3700"," 3700"," 3700"," 3900","  33.063"," 258.238","  71.733","  29.508"," 165.449","  45.958"," 58","0"," 41"," 44","   0.997","  68.522","  19.034","  15.000","    0","    0"
"06:42:11:481","65338552724254","  87.964","   0.045"," 3691"," 3600"," 3700"," 3900","  29.018"," 261.149","  72.541","  25.191"," 167.976","  46.660"," 57","0"," 57"," 57","   0.906","  68.613","  19.059","  15.000","    0","    0"
"06:42:11:582","65338692298516","  88.065","   0.000"," 3500"," 3500"," 3500"," 3500","  27.453"," 263.902","  73.306","  23.859"," 170.368","  47.325"," 55","0"," 45"," 46","   0.863","  68.699","  19.083","  15.000","    0","    0"
"06:42:11:686","65338837340102","  88.169","   0.000"," 3700"," 3700"," 3700"," 3900","  30.212"," 267.050","  74.181","  26.691"," 173.149","  48.097"," 58","0"," 42"," 44","   0.941","  68.797","  19.110","  15.000","    0","    0"
"06:42:11:786","65338976953866","  88.269","   0.494"," 3691"," 3600"," 3700"," 3900","  31.084"," 270.168","  75.047","  26.651"," 175.822","  48.840"," 59","0"," 54"," 59","   1.544","  68.952","  19.153","  15.000","    0","    0"
"06:42:11:887","65339117365450","  88.370","   0.625"," 3691"," 3600"," 3700"," 3900","  37.316"," 273.932","  76.092","  32.829"," 179.134","  49.759"," 60","0"," 59"," 61","   1.159","  69.069","  19.186","  15.000","    0","    0"
"06:42:11:987","65339256888220","  88.470","   0.899"," 3691"," 3600"," 3700"," 3900","  42.120"," 278.153","  77.265","  36.918"," 182.834","  50.787"," 63","0"," 60"," 63","   1.313","  69.201","  19.222","  15.000","  500","  500"
"06:42:12:088","65339396519912","  88.571","   0.942"," 3691"," 3600"," 3700"," 3900","  39.811"," 282.147","  78.374","  36.204"," 186.466","  51.796"," 63","0"," 61"," 64","   0.753","  69.276","  19.243","  15.000","    0","    0"
"06:42:12:193","65339543676712","  88.676","   2.766"," 3691"," 3600"," 3700"," 3900","  39.274"," 286.299","  79.527","  36.409"," 190.315","  52.865"," 63","0"," 59"," 63","   0.702","  69.350","  19.264","  15.000","    0","    0"
"06:42:12:294","65339683576442","  88.777","   3.089"," 3691"," 3600"," 3700"," 3900","  39.643"," 290.283","  80.634","  36.437"," 193.977","  53.882"," 64","0"," 60"," 64","   0.676","  69.418","  19.283","  15.000","    0","    0"
"06:42:12:394","65339823502294","  88.877","   1.253"," 3692"," 3600"," 3800"," 3900","  38.010"," 294.104","  81.696","  34.594"," 197.454","  54.848"," 62","0"," 58"," 63","   0.863","  69.505","  19.307","  15.000","    0","    0"
"06:42:12:495","65339963149916","  88.978","   0.673"," 3691"," 3600"," 3700"," 3900","  35.403"," 297.655","  82.682","  31.385"," 200.603","  55.723"," 63","0"," 60"," 63","   1.043","  69.610","  19.336","  15.000","    0","    0"
"06:42:12:595","65340102941022","  89.078","  54.350"," 3691"," 3600"," 3700"," 3900","  39.049"," 301.577","  83.771","  35.898"," 204.208","  56.724"," 64","0"," 54"," 66","   0.752","  69.685","  19.357","  15.000","    0","    0"
"06:42:12:699","65340247825604","  89.182","  53.389"," 3691"," 3600"," 3700"," 3900","  39.980"," 305.738","  84.927","  36.717"," 208.030","  57.786"," 64","0"," 60"," 68","   0.779","  69.766","  19.379","  15.000","    0","    0"
"06:42:12:800","65340387821946","  89.283","  72.719"," 3691"," 3600"," 3700"," 3900","  42.131"," 309.975","  86.104","  36.672"," 211.718","  58.811"," 65","0"," 59"," 66","   1.423","  69.909","  19.419","  15.000","  500","  500"
"06:42:12:903","65340531454518","  89.386","  61.220"," 3691"," 3600"," 3700"," 3900","  41.092"," 314.216","  87.282","  36.119"," 215.445","  59.846"," 67","0"," 61"," 67","   1.397","  70.053","  19.459","  15.000","    0","    0"
"06:42:13:003","65340670993864","  89.486","  62.269"," 3684"," 3500"," 3700"," 3900","  40.191"," 318.244","  88.401","  36.951"," 219.149","  60.875"," 65","0"," 60"," 70","   0.922","  70.146","  19.485","  15.000","    0","    0"
"06:42:13:105","65340813048224","  89.588","  56.052"," 3691"," 3600"," 3700"," 3900","  39.180"," 322.243","  89.512","  35.550"," 222.777","  61.882"," 63","0"," 59"," 68","   0.999","  70.248","  19.513","  15.000","  500","  500"
"06:42:13:206","65340952823924","  89.689","  53.474"," 3692"," 3600"," 3800"," 3900","  37.097"," 325.968","  90.547","  32.264"," 226.017","  62.782"," 64","0"," 57"," 65","   1.177","  70.366","  19.546","  15.000","    0","    0"
"06:42:13:306","65341092299030","  89.789","  49.708"," 3691"," 3600"," 3700"," 3900","  39.438"," 329.919","  91.644","  36.184"," 229.642","  63.789"," 64","0"," 57"," 67","   0.771","  70.443","  19.568","  15.000","    0","    0"
"06:42:13:406","65341232177350","  89.889","  49.928"," 3691"," 3600"," 3700"," 3900","  39.111"," 333.849","  92.736","  35.970"," 233.257","  64.794"," 64","0"," 60"," 68","   0.784","  70.522","  19.589","  15.000","    0","    0"
"06:42:13:506","65341371623220","  89.990","  50.212"," 3691"," 3600"," 3800"," 3900","  39.252"," 337.782","  93.828","  35.861"," 236.849","  65.791"," 65","0"," 60"," 66","   0.751","  70.597","  19.610","  15.000","    0","    0"
"06:42:13:608","65341512376378","  90.091","  48.945"," 3691"," 3600"," 3700"," 3900","  39.324"," 341.758","  94.933","  36.258"," 240.515","  66.810"," 66","0"," 62"," 68","   0.724","  70.670","  19.631","  15.000","    0","    0"
"06:42:13:708","65341652316098","  90.191","  52.646"," 3691"," 3600"," 3700"," 3900","  37.582"," 345.536","  95.982","  33.915"," 243.925","  67.757"," 63","0"," 60"," 68","   0.999","  70.771","  19.659","  15.000","    0","    0"
